job_id,title,company,location,experience_band,salary_lpa,posted_date,skills_raw
JOB00706,Full Stack Developer,Skyline InfoTech,Mumbai,0-1,6.5,2026-03-16,AWS|Docker|JavaScript|MLOps|Node.js|React|TypeScript
JOB00707,Data Engineer,Vertex Software,Mumbai,3-5,20.8,2026-04-12,AWS|Docker|Excel|Kafka|MLOps|Redux|SQL|Spark|TypeScript
JOB00708,ML Engineer,CloudPeak Technologies,Noida,3-5,13.8,2026-05-27,AWS|Deep Learning|Docker|GenAI Tools|MLOps|Machine Learning
JOB00709,Data Engineer,Skyline InfoTech,Delhi NCR,5-8,22.4,2026-05-05,AWS|Airflow|Docker|Kafka|Kubernetes|MLOps|SQL
JOB00710,Data Engineer,Arclight IT,Pune,5-8,24.9,2026-06-26,AWS|Airflow|Docker|GCP|Kubernetes|MLOps|Redux|SQL|TypeScript
JOB00711,ML Engineer,Fintara,Chennai,1-3,9.6,2026-06-06,AWS|Docker|GenAI Tools|Kubernetes|MLOps|Machine Learning|SQL
JOB00712,MERN Stack Developer,BrightWave Solutions,Mumbai,1-3,7.0,2026-08-12,AWS|Express.js|GenAI Tools|Kubernetes|Node.js|REST API|React|TypeScript
JOB00713,MERN Stack Developer,Meridian Softworks,Delhi NCR,5-8,21.5,2026-06-09,AWS|MongoDB|REST API|React|Redux|TypeScript
JOB00714,Full Stack Developer,Lumen Digital,Pune,8+,49.3,2026-05-23,AWS|Docker|GenAI Tools|JavaScript|Kubernetes|MongoDB|REST API|React
JOB00715,Product Analyst,Arclight IT,Noida,3-5,11.1,2026-04-06,A/B Testing|Excel|GenAI Tools|Kubernetes|MLOps|Product Metrics|Python|Statistics
JOB00716,Data Scientist,Lumen Digital,Mumbai,0-1,4.4,2026-03-18,Excel|GenAI Tools|Jenkins|Pandas|PyTorch|Python|SQL|Scikit-learn|Statistics
JOB00717,Product Analyst,BrightWave Solutions,Delhi NCR,1-3,7.8,2026-08-23,A/B Testing|AWS|Excel|GenAI Tools|Kubernetes|Product Metrics|Python|SQL|Statistics|Tableau|TypeScript
JOB00718,Data Analyst,Corestack,Delhi NCR,1-3,8.5,2026-08-04,A/B Testing|GenAI Tools|Looker|MLOps|Power BI|SQL|Statistics|Tableau|TypeScript
JOB00719,DevOps Engineer,Innotech Systems,Hyderabad,3-5,15.8,2026-06-21,AWS|CI/CD|Docker|GCP|GenAI Tools|Kubernetes|Linux|Python|Terraform|TypeScript
JOB00720,Data Analyst,Pinnacle Cloud,Chennai,1-3,6.8,2026-07-05,A/B Testing|AWS|GenAI Tools|Kubernetes|Looker|MLOps|Pandas|Power BI|Python|SQL|Statistics|TypeScript
JOB00721,Business Analyst,Arclight IT,Noida,3-5,11.7,2026-07-26,Excel|GenAI Tools|MLOps|Power BI|Redux|SQL|Statistics|TypeScript
JOB00722,Full Stack Developer,DataNest,Delhi NCR,1-3,7.5,2026-04-26,AWS|Node.js|React|Redux|SQL
JOB00723,Data Analyst,CloudPeak Technologies,Noida,3-5,16.1,2026-03-15,Excel|Jenkins|Kubernetes|Python|Redux|Statistics|Tableau
JOB00724,DevOps Engineer,Arclight IT,Noida,3-5,13.0,2026-03-11,AWS|CI/CD|Docker|Kubernetes|Linux
JOB00725,Product Analyst,Northbridge Analytics,Gurugram,8+,45.9,2026-03-25,A/B Testing|Excel|Power BI|Product Metrics|Python|Statistics|Tableau
JOB00726,Data Engineer,Novara Systems,Pune,0-1,6.1,2026-03-07,AWS|ETL|GCP|Jenkins|Redux|SQL
JOB00727,Data Engineer,Pinnacle Cloud,Pune,5-8,21.3,2026-07-15,AWS|Airflow|Docker|GenAI Tools|Kafka|Kubernetes|MLOps|Python|Redux|SQL|Spark
JOB00728,Data Scientist,Quantify Labs,Delhi NCR,1-3,8.1,2026-08-13,Deep Learning|Excel|GenAI Tools|Kubernetes|MLOps|Machine Learning|Pandas|PyTorch|Scikit-learn|Statistics
JOB00729,DevOps Engineer,Innotech Systems,Delhi NCR,3-5,16.2,2026-06-23,AWS|CI/CD|Jenkins|Kubernetes|MLOps|Python|Terraform|TypeScript
JOB00730,DevOps Engineer,Pinnacle Cloud,Gurugram,3-5,11.9,2026-08-29,CI/CD|GCP|GenAI Tools|Jenkins|Linux|Python|TypeScript
JOB00731,Data Analyst,CloudPeak Technologies,Kolkata,1-3,9.4,2026-04-05,AWS|Excel|GenAI Tools|Redux|SQL|Statistics|Tableau|TypeScript
JOB00732,Data Scientist,GreenPath Analytics,Bengaluru,5-8,32.2,2026-05-02,Deep Learning|Excel|GenAI Tools|MLOps|SQL|Scikit-learn|Statistics
JOB00733,Full Stack Developer,Fintara,Pune,8+,36.6,2026-04-24,AWS|JavaScript|Kubernetes|MLOps|MongoDB|Node.js|REST API|React|TypeScript
JOB00734,Full Stack Developer,Fintara,Hyderabad,1-3,8.8,2026-04-14,AWS|Docker|JavaScript|Node.js|React|SQL|TypeScript
JOB00735,Business Analyst,BrightWave Solutions,Hyderabad,1-3,9.5,2026-06-20,AWS|Excel|GenAI Tools|Power BI|Requirements Gathering|Stakeholder Management|Tableau|TypeScript
JOB00736,Data Engineer,Innotech Systems,Kolkata,3-5,15.8,2026-03-06,AWS|Data Warehousing|ETL|Excel|GCP|Jenkins|Python|SQL|Spark
JOB00737,ML Engineer,Pinnacle Cloud,Bengaluru,1-3,13.3,2026-07-31,AWS|Deep Learning|Docker|Excel|GenAI Tools|MLOps|Python
JOB00738,Data Engineer,GreenPath Analytics,Chennai,1-3,8.0,2026-06-01,Airflow|Docker|ETL|GCP|GenAI Tools|Jenkins|Kafka|Kubernetes|MLOps|Spark
JOB00739,Data Scientist,Fintara,Delhi NCR,3-5,21.0,2026-06-14,AWS|Deep Learning|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Machine Learning|PyTorch|Redux|SQL|Scikit-learn|Statistics
JOB00740,MERN Stack Developer,Novara Systems,Hyderabad,3-5,11.3,2026-08-23,AWS|GenAI Tools|JWT|Node.js|REST API|React|Redux
JOB00741,Backend Developer,PixelForge,Bengaluru,1-3,8.4,2026-06-18,Docker|Excel|Kubernetes|MongoDB|Node.js|REST API|Redis|System Design|TypeScript
JOB00742,DevOps Engineer,ByteBloom,Delhi NCR,5-8,24.9,2026-08-28,AWS|CI/CD|GenAI Tools|Jenkins|Kubernetes|Linux|MLOps|Terraform
JOB00743,Full Stack Developer,Ironclad Technologies,Remote,3-5,13.1,2026-08-16,AWS|Docker|GenAI Tools|JavaScript|Kubernetes|MongoDB|React
JOB00744,Data Analyst,Northbridge Analytics,Hyderabad,5-8,19.9,2026-04-19,A/B Testing|AWS|GenAI Tools|Looker|Power BI|Redux|SQL|Statistics|Tableau
JOB00745,DevOps Engineer,Innotech Systems,Chennai,3-5,14.2,2026-03-15,AWS|Docker|GCP|Jenkins|Kubernetes|MLOps|Python
JOB00746,DevOps Engineer,Northbridge Analytics,Chennai,0-1,5.9,2026-03-29,AWS|CI/CD|Excel|GCP|Kubernetes
JOB00747,MERN Stack Developer,Meridian Softworks,Gurugram,5-8,21.2,2026-05-04,AWS|JWT|JavaScript|MongoDB|Node.js|REST API|Redux|TypeScript
JOB00748,Backend Developer,Skyline InfoTech,Noida,0-1,4.0,2026-06-02,AWS|Docker|Excel|MLOps|MongoDB|Node.js|REST API|Redis|SQL
JOB00749,ML Engineer,Pinnacle Cloud,Delhi NCR,1-3,12.5,2026-08-27,AWS|Deep Learning|GenAI Tools|Kubernetes|MLOps|PyTorch|Python|SQL
JOB00750,Backend Developer,Quantify Labs,Bengaluru,5-8,23.0,2026-06-25,AWS|GenAI Tools|Jenkins|Kubernetes|MLOps|Microservices|Node.js|REST API|System Design
JOB00751,Data Scientist,Meridian Softworks,Kolkata,0-1,5.4,2026-04-26,Excel|Jenkins|MLOps|Machine Learning|PyTorch|Python|SQL|Statistics
JOB00752,Data Scientist,CloudPeak Technologies,Delhi NCR,3-5,21.8,2026-03-15,Jenkins|MLOps|Machine Learning|Scikit-learn|Statistics
JOB00753,MERN Stack Developer,Skyline InfoTech,Remote,0-1,6.0,2026-04-30,Express.js|JavaScript|Jenkins|MLOps|React|Redux|TypeScript
JOB00754,Business Analyst,DataNest,Bengaluru,1-3,9.5,2026-08-15,Excel|Kubernetes|MLOps|Redux|SQL|Stakeholder Management|Tableau
JOB00755,Business Analyst,BrightWave Solutions,Pune,0-1,4.8,2026-04-08,Excel|Power BI|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau
JOB00756,Data Analyst,ByteBloom,Kolkata,3-5,17.7,2026-07-14,A/B Testing|AWS|Excel|Jenkins|Looker|MLOps|Pandas|Python
JOB00757,Product Analyst,CloudPeak Technologies,Bengaluru,5-8,20.3,2026-07-30,AWS|Excel|GenAI Tools|Kubernetes|MLOps|Power BI|Python|SQL
JOB00758,Business Analyst,PixelForge,Noida,1-3,6.2,2026-05-04,Excel|Jira|MLOps|Power BI|SQL|Stakeholder Management|Statistics|TypeScript
JOB00759,MERN Stack Developer,Lumen Digital,Bengaluru,1-3,10.4,2026-07-18,AWS|Excel|Express.js|GenAI Tools|JWT|MLOps|Node.js|React|Redux|TypeScript
JOB00760,ML Engineer,TrueNorth Data,Hyderabad,3-5,15.5,2026-08-17,AWS|Deep Learning|Docker|Redux|SQL
JOB00761,MERN Stack Developer,BrightWave Solutions,Delhi NCR,5-8,26.4,2026-06-30,AWS|Express.js|GenAI Tools|Jenkins|MLOps|MongoDB|Redux|TypeScript
JOB00762,MERN Stack Developer,Lumen Digital,Chennai,3-5,16.3,2026-06-23,AWS|Express.js|JWT|JavaScript|MLOps|REST API|Redux|TypeScript
JOB00763,Data Scientist,PixelForge,Mumbai,1-3,11.2,2026-08-05,Deep Learning|Excel|GenAI Tools|Jenkins|Kubernetes|Machine Learning|Python|Statistics
JOB00764,Data Scientist,Pinnacle Cloud,Kolkata,5-8,29.9,2026-08-10,Deep Learning|Machine Learning|Pandas|Python|Redux|TypeScript
JOB00765,Data Analyst,Novara Systems,Remote,5-8,22.9,2026-04-09,A/B Testing|Excel|GenAI Tools|MLOps|Pandas|Python|Redux|Statistics|Tableau
JOB00766,MERN Stack Developer,DataNest,Delhi NCR,1-3,10.9,2026-03-09,AWS|Express.js|GenAI Tools|Jenkins|Kubernetes|Node.js|React|TypeScript
JOB00767,MERN Stack Developer,Skyline InfoTech,Noida,1-3,8.6,2026-03-12,AWS|Express.js|GenAI Tools|JWT|Jenkins|MLOps|MongoDB|React|Redux
JOB00768,Data Engineer,Arclight IT,Delhi NCR,5-8,25.0,2026-08-08,Airflow|Data Warehousing|Excel|GCP|GenAI Tools|Kafka|Kubernetes|Python|Spark|TypeScript
JOB00769,Full Stack Developer,GreenPath Analytics,Gurugram,8+,38.9,2026-08-07,Excel|JavaScript|Kubernetes|MongoDB|Node.js|React|TypeScript
JOB00770,DevOps Engineer,PixelForge,Noida,1-3,11.5,2026-03-10,CI/CD|Docker|Excel|Kubernetes|Terraform
JOB00771,Business Analyst,Northbridge Analytics,Chennai,3-5,9.7,2026-06-22,Excel|Jenkins|Jira|MLOps|Requirements Gathering|Statistics|Tableau
JOB00772,Data Analyst,Innotech Systems,Noida,0-1,6.0,2026-03-31,A/B Testing|Excel|MLOps|Power BI|Statistics
JOB00773,Backend Developer,Vertex Software,Hyderabad,5-8,24.2,2026-05-31,AWS|Jenkins|Microservices|MongoDB|Node.js|Redis|Redux|SQL
JOB00774,Data Analyst,Novara Systems,Delhi NCR,0-1,4.9,2026-05-19,AWS|GenAI Tools|Kubernetes|Looker|MLOps|Pandas|SQL
JOB00775,Business Analyst,Lumen Digital,Hyderabad,3-5,14.2,2026-08-28,Excel|GenAI Tools|Kubernetes|MLOps|Power BI|SQL|Stakeholder Management|Statistics|Tableau
JOB00776,Data Analyst,Arclight IT,Gurugram,1-3,8.4,2026-03-12,Excel|Looker|Python|SQL|Statistics|Tableau
JOB00777,Business Analyst,ByteBloom,Pune,5-8,18.7,2026-04-04,AWS|Excel|Power BI|Statistics|Tableau
JOB00778,MERN Stack Developer,BrightWave Solutions,Delhi NCR,5-8,21.3,2026-07-16,Express.js|JWT|MLOps|MongoDB|REST API|TypeScript
JOB00779,Backend Developer,Quantify Labs,Gurugram,1-3,6.7,2026-07-22,AWS|MLOps|MongoDB|Node.js|REST API|SQL|System Design
JOB00780,Business Analyst,Meridian Softworks,Gurugram,1-3,6.7,2026-07-05,Excel|GenAI Tools|Kubernetes|Power BI|Requirements Gathering|Stakeholder Management|Tableau
JOB00781,Business Analyst,Meridian Softworks,Delhi NCR,1-3,6.8,2026-06-04,Excel|Jenkins|Jira|MLOps|Redux|Requirements Gathering|SQL|Stakeholder Management|Tableau
JOB00782,Data Scientist,CloudPeak Technologies,Mumbai,3-5,17.5,2026-03-25,Deep Learning|GenAI Tools|Pandas|PyTorch|Python|Redux|Statistics
JOB00783,Full Stack Developer,Arclight IT,Gurugram,5-8,23.8,2026-03-02,AWS|Docker|Excel|Jenkins|Kubernetes|MLOps|React|SQL|TypeScript
JOB00784,ML Engineer,Corestack,Delhi NCR,5-8,25.4,2026-06-17,AWS|Deep Learning|Docker|Excel|GenAI Tools|MLOps|Python|SQL
JOB00785,Business Analyst,Novara Systems,Hyderabad,1-3,9.0,2026-03-05,Excel|Jenkins|Jira|Requirements Gathering|Statistics|Tableau|TypeScript
JOB00786,MERN Stack Developer,TrueNorth Data,Bengaluru,1-3,6.5,2026-07-14,Excel|GenAI Tools|JWT|MLOps|MongoDB|Node.js|REST API|Redux|TypeScript
JOB00787,Business Analyst,Quantify Labs,Noida,3-5,12.8,2026-04-06,Excel|Jenkins|Jira|MLOps|Redux|Requirements Gathering|SQL|Stakeholder Management|Statistics|Tableau|TypeScript
JOB00788,DevOps Engineer,Pinnacle Cloud,Delhi NCR,0-1,4.9,2026-06-23,AWS|Docker|Excel|GCP|GenAI Tools|Jenkins|Kubernetes|Linux|Python|Terraform|TypeScript
JOB00789,ML Engineer,TrueNorth Data,Noida,5-8,21.8,2026-06-05,AWS|Deep Learning|GenAI Tools|Kubernetes|MLOps|Machine Learning|Python|SQL
JOB00790,MERN Stack Developer,DataNest,Delhi NCR,8+,41.6,2026-07-09,AWS|GenAI Tools|JWT|JavaScript|Node.js|REST API|React|Redux|TypeScript
JOB00791,ML Engineer,Arclight IT,Bengaluru,1-3,8.5,2026-06-06,Deep Learning|Docker|MLOps|Machine Learning|PyTorch|Python
JOB00792,Business Analyst,PixelForge,Delhi NCR,5-8,23.7,2026-05-18,Jenkins|Kubernetes|Requirements Gathering|SQL|Statistics|Tableau
JOB00793,MERN Stack Developer,BrightWave Solutions,Mumbai,3-5,16.3,2026-04-10,Excel|JavaScript|Jenkins|MongoDB|Node.js|REST API|React|TypeScript
JOB00794,Product Analyst,Innotech Systems,Hyderabad,3-5,10.6,2026-08-02,AWS|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Power BI|Python|Statistics|Tableau
JOB00795,ML Engineer,Vertex Software,Noida,3-5,19.5,2026-07-03,AWS|Deep Learning|Docker|GenAI Tools|MLOps|Python|TypeScript
JOB00796,Data Analyst,DataNest,Noida,3-5,12.7,2026-04-10,AWS|GenAI Tools|Looker|MLOps|Power BI|Redux|Statistics
JOB00797,Data Analyst,Northbridge Analytics,Bengaluru,1-3,6.7,2026-03-11,Excel|Looker|MLOps|Pandas|Python|Statistics|Tableau
JOB00798,Backend Developer,Lumen Digital,Delhi NCR,1-3,9.3,2026-08-11,AWS|Docker|GenAI Tools|Kubernetes|Microservices|MongoDB|Node.js|Redis|Redux|SQL|TypeScript
JOB00799,ML Engineer,Quantify Labs,Remote,8+,41.8,2026-06-11,AWS|Docker|Jenkins|Kubernetes|MLOps|Python|Redux|SQL
JOB00800,Data Engineer,ByteBloom,Delhi NCR,0-1,6.7,2026-06-08,Airflow|Data Warehousing|GenAI Tools|Jenkins|Kafka|Kubernetes|SQL
JOB00801,Backend Developer,Novara Systems,Bengaluru,3-5,19.6,2026-08-25,AWS|Docker|GenAI Tools|MLOps|Microservices|MongoDB|Node.js|REST API|Redis|SQL
JOB00802,Data Scientist,Corestack,Hyderabad,8+,35.3,2026-04-13,AWS|Excel|Jenkins|MLOps|Machine Learning|Pandas|Redux|Scikit-learn|Statistics
JOB00803,Data Scientist,Pinnacle Cloud,Remote,3-5,21.2,2026-04-03,MLOps|Machine Learning|PyTorch|Redux|Scikit-learn|Statistics
JOB00804,DevOps Engineer,Vertex Software,Delhi NCR,5-8,24.7,2026-04-02,AWS|CI/CD|Docker|Jenkins|Kubernetes|Terraform
JOB00805,Data Analyst,Novara Systems,Hyderabad,1-3,10.4,2026-05-13,Jenkins|Kubernetes|Looker|MLOps|Pandas|Power BI|SQL|Tableau|TypeScript
JOB00806,Backend Developer,Fintara,Bengaluru,3-5,17.6,2026-05-21,AWS|Kubernetes|Microservices|Redis|Redux|SQL
JOB00807,Data Analyst,TrueNorth Data,Mumbai,5-8,21.2,2026-04-18,A/B Testing|Excel|GenAI Tools|Jenkins|Looker|MLOps|SQL|Statistics|Tableau
JOB00808,Product Analyst,Lumen Digital,Gurugram,3-5,14.2,2026-04-23,Power BI|Python|SQL|Statistics|Tableau
JOB00809,Backend Developer,BrightWave Solutions,Remote,5-8,24.1,2026-05-13,AWS|Docker|MongoDB|Node.js|REST API|SQL|System Design|TypeScript
JOB00810,DevOps Engineer,Ironclad Technologies,Bengaluru,3-5,13.7,2026-05-19,AWS|CI/CD|Docker|GCP|Jenkins|Kubernetes|Linux|Python|Terraform
JOB00811,Data Analyst,Innotech Systems,Chennai,3-5,13.7,2026-08-05,A/B Testing|GenAI Tools|Looker|MLOps|Pandas|SQL|Statistics|Tableau|TypeScript
JOB00812,Full Stack Developer,Meridian Softworks,Delhi NCR,5-8,19.0,2026-06-20,AWS|JavaScript|Kubernetes|MongoDB|SQL|TypeScript
JOB00813,Full Stack Developer,Northbridge Analytics,Delhi NCR,3-5,15.7,2026-08-14,AWS|Docker|GenAI Tools|JavaScript|Node.js|REST API|SQL|TypeScript
JOB00814,Backend Developer,Arclight IT,Bengaluru,0-1,4.5,2026-07-08,AWS|Docker|GenAI Tools|Kubernetes|Node.js|REST API|Redis|System Design
JOB00815,Business Analyst,Ironclad Technologies,Delhi NCR,0-1,4.3,2026-07-01,AWS|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Requirements Gathering|Stakeholder Management|Statistics
JOB00816,Data Scientist,GreenPath Analytics,Delhi NCR,0-1,4.5,2026-07-29,GenAI Tools|Machine Learning|Pandas|SQL|Scikit-learn|TypeScript
JOB00817,Product Analyst,PixelForge,Delhi NCR,3-5,15.6,2026-06-26,AWS|Product Metrics|Python|SQL|Statistics|TypeScript
JOB00818,Data Engineer,Innotech Systems,Gurugram,1-3,12.4,2026-03-24,AWS|Airflow|Data Warehousing|Docker|Excel|Kafka|Spark
JOB00819,Data Engineer,Fintara,Pune,3-5,12.2,2026-08-26,AWS|Data Warehousing|Docker|ETL|GenAI Tools|Kafka|MLOps|Redux|Spark|TypeScript
JOB00820,Data Analyst,Quantify Labs,Remote,1-3,8.4,2026-04-25,A/B Testing|Excel|Jenkins|Kubernetes|Looker|Power BI|Statistics
JOB00821,DevOps Engineer,Skyline InfoTech,Delhi NCR,3-5,13.5,2026-04-03,GCP|Kubernetes|Python|Terraform
JOB00822,ML Engineer,GreenPath Analytics,Remote,5-8,22.9,2026-04-23,Deep Learning|Docker|Excel|Kubernetes|MLOps|Machine Learning|PyTorch|Python|SQL|TypeScript
JOB00823,Data Scientist,Ironclad Technologies,Bengaluru,0-1,6.0,2026-08-01,GenAI Tools|Kubernetes|Machine Learning|Pandas|Python|Scikit-learn|TypeScript
JOB00824,ML Engineer,Northbridge Analytics,Hyderabad,3-5,19.4,2026-04-02,AWS|Deep Learning|Excel|GenAI Tools|MLOps|SQL
JOB00825,DevOps Engineer,GreenPath Analytics,Noida,1-3,8.1,2026-06-28,AWS|Docker|GCP|Jenkins|Kubernetes|Terraform
JOB00826,Product Analyst,DataNest,Chennai,8+,37.9,2026-08-16,AWS|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Power BI|Product Metrics|Python|Statistics|Tableau|TypeScript
JOB00827,Data Engineer,DataNest,Delhi NCR,1-3,9.6,2026-05-06,AWS|Airflow|Docker|Excel|GCP|Spark|TypeScript
JOB00828,Business Analyst,Pinnacle Cloud,Remote,1-3,9.1,2026-08-05,AWS|Excel|Jira|Kubernetes|Power BI|Requirements Gathering|SQL|Stakeholder Management|Tableau|TypeScript
JOB00829,Business Analyst,Fintara,Pune,0-1,4.6,2026-08-21,AWS|Excel|GenAI Tools|Power BI|SQL|Statistics|Tableau
JOB00830,Product Analyst,GreenPath Analytics,Noida,3-5,12.8,2026-06-01,A/B Testing|Excel|Power BI|Product Metrics|SQL|Statistics|Tableau|TypeScript
JOB00831,MERN Stack Developer,ByteBloom,Delhi NCR,3-5,18.4,2026-07-27,AWS|Express.js|Kubernetes|REST API|React|Redux|TypeScript
JOB00832,Backend Developer,Northbridge Analytics,Chennai,1-3,10.6,2026-05-26,AWS|Docker|MongoDB|Node.js|Redis|Redux
JOB00833,Data Scientist,Vertex Software,Delhi NCR,5-8,25.1,2026-08-16,AWS|Deep Learning|GenAI Tools|Jenkins|MLOps|Python|SQL|Scikit-learn|Statistics|TypeScript
JOB00834,DevOps Engineer,BrightWave Solutions,Gurugram,1-3,7.8,2026-06-22,AWS|CI/CD|Docker|Kubernetes|MLOps|Python|Terraform|TypeScript
JOB00835,MERN Stack Developer,Northbridge Analytics,Delhi NCR,1-3,11.4,2026-07-22,AWS|JWT|JavaScript|Kubernetes|MongoDB|REST API|React|TypeScript
JOB00836,Full Stack Developer,Northbridge Analytics,Noida,5-8,24.9,2026-07-12,Docker|GenAI Tools|JavaScript|Kubernetes|Node.js|Redux|SQL
JOB00837,DevOps Engineer,Corestack,Hyderabad,5-8,19.2,2026-03-24,Docker|Jenkins|Linux|MLOps|Python|Redux|Terraform
JOB00838,Product Analyst,GreenPath Analytics,Mumbai,5-8,25.4,2026-08-23,A/B Testing|AWS|GenAI Tools|MLOps|Power BI|Product Metrics|Python|SQL|Statistics|Tableau
JOB00839,Data Analyst,Corestack,Delhi NCR,0-1,5.4,2026-03-11,Jenkins|Looker|Pandas|Power BI|Statistics
JOB00840,Backend Developer,Skyline InfoTech,Hyderabad,5-8,27.3,2026-08-20,AWS|Docker|Kubernetes|MLOps|MongoDB|REST API|Redis|SQL|TypeScript
JOB00841,Full Stack Developer,Vertex Software,Mumbai,1-3,7.2,2026-04-20,AWS|Docker|MLOps|MongoDB|Redux|SQL|TypeScript
JOB00842,Backend Developer,GreenPath Analytics,Gurugram,0-1,4.3,2026-06-01,AWS|Docker|Kubernetes|MLOps|Microservices|MongoDB|Node.js|Redis|SQL
JOB00843,Business Analyst,Pinnacle Cloud,Bengaluru,1-3,9.6,2026-05-03,AWS|Excel|Jenkins|Jira|Kubernetes|MLOps|Power BI|Stakeholder Management|Statistics|Tableau|TypeScript
JOB00844,ML Engineer,Skyline InfoTech,Remote,5-8,35.9,2026-05-19,AWS|Docker|Excel|GenAI Tools|Kubernetes|MLOps|Machine Learning|PyTorch|Python|Redux
JOB00845,Product Analyst,Northbridge Analytics,Bengaluru,5-8,20.2,2026-03-10,Excel|Kubernetes|Power BI|Product Metrics|Python|SQL|Statistics|Tableau
JOB00846,Data Analyst,Northbridge Analytics,Delhi NCR,1-3,6.3,2026-04-01,Excel|GenAI Tools|Looker|Python|SQL|Statistics|Tableau
JOB00847,ML Engineer,Vertex Software,Mumbai,5-8,24.1,2026-05-09,Docker|GenAI Tools|MLOps|Machine Learning|PyTorch|Python|SQL
JOB00848,DevOps Engineer,Ironclad Technologies,Chennai,1-3,9.5,2026-06-12,AWS|Excel|GCP|Jenkins|Linux|Python|Redux
JOB00849,DevOps Engineer,Vertex Software,Noida,0-1,4.4,2026-03-10,AWS|GCP|Jenkins|Python|Terraform
JOB00850,Data Scientist,GreenPath Analytics,Bengaluru,8+,45.5,2026-07-12,AWS|Kubernetes|MLOps|Machine Learning|Pandas|PyTorch|Python|SQL|Scikit-learn
JOB00851,ML Engineer,Meridian Softworks,Kolkata,1-3,10.4,2026-03-03,Deep Learning|Docker|Excel|GenAI Tools|Python|Redux|SQL
JOB00852,Data Scientist,Arclight IT,Remote,5-8,21.8,2026-07-01,Deep Learning|MLOps|Pandas|PyTorch|SQL|Statistics
JOB00853,Data Scientist,Skyline InfoTech,Noida,0-1,4.9,2026-05-17,GenAI Tools|MLOps|Machine Learning|Pandas|PyTorch|SQL|Scikit-learn|TypeScript
JOB00854,Data Analyst,Skyline InfoTech,Remote,5-8,27.8,2026-04-21,A/B Testing|Excel|GenAI Tools|Jenkins|Kubernetes|MLOps|Pandas|Power BI|Python|Statistics|Tableau
JOB00855,Backend Developer,BrightWave Solutions,Mumbai,5-8,27.5,2026-05-14,AWS|Docker|GenAI Tools|MongoDB|Node.js|REST API|Redux
JOB00856,ML Engineer,Northbridge Analytics,Mumbai,1-3,8.9,2026-06-22,AWS|Docker|GenAI Tools|Machine Learning|Python|SQL
JOB00857,Business Analyst,Vertex Software,Gurugram,1-3,7.1,2026-05-26,AWS|Excel|GenAI Tools|Jira|Power BI|Redux|Requirements Gathering|SQL|Statistics|Tableau|TypeScript
JOB00858,Data Engineer,Ironclad Technologies,Delhi NCR,0-1,5.7,2026-04-27,AWS|Airflow|Docker|Excel|SQL
JOB00859,MERN Stack Developer,Pinnacle Cloud,Mumbai,5-8,21.8,2026-06-23,Excel|GenAI Tools|JWT|MLOps|MongoDB|React|Redux|TypeScript
JOB00860,Full Stack Developer,TrueNorth Data,Remote,1-3,7.3,2026-06-29,AWS|Docker|Excel|Kubernetes|MongoDB|SQL|TypeScript
JOB00861,Data Engineer,DataNest,Gurugram,0-1,4.8,2026-07-04,AWS|Airflow|Data Warehousing|ETL|GCP|Kafka|Kubernetes|MLOps|SQL|Spark
JOB00862,Backend Developer,PixelForge,Delhi NCR,0-1,6.4,2026-06-14,AWS|Docker|Excel|GenAI Tools|MLOps|Microservices|MongoDB|Node.js|System Design
JOB00863,Full Stack Developer,Lumen Digital,Chennai,5-8,18.0,2026-07-13,Docker|Kubernetes|MLOps|MongoDB|Node.js|REST API|React|SQL|TypeScript
JOB00864,ML Engineer,Corestack,Gurugram,5-8,31.7,2026-08-23,AWS|MLOps|Machine Learning|Python|SQL
JOB00865,Data Analyst,Fintara,Bengaluru,3-5,13.8,2026-05-03,AWS|GenAI Tools|MLOps|Python|SQL|Statistics|TypeScript
JOB00866,Full Stack Developer,Fintara,Bengaluru,3-5,19.7,2026-05-11,AWS|Docker|JavaScript|MongoDB|Node.js|Redux
JOB00867,Data Analyst,TrueNorth Data,Gurugram,0-1,3.9,2026-05-26,A/B Testing|Excel|GenAI Tools|Looker|Python|SQL|Statistics|TypeScript
JOB00868,Full Stack Developer,Vertex Software,Bengaluru,8+,49.1,2026-03-10,Docker|Excel|MongoDB|Node.js|REST API|Redux|SQL|TypeScript
JOB00869,DevOps Engineer,PixelForge,Delhi NCR,0-1,4.6,2026-06-10,Excel|GCP|GenAI Tools|Jenkins|Kubernetes|Linux|MLOps|Python
JOB00870,Data Scientist,CloudPeak Technologies,Bengaluru,1-3,7.7,2026-07-08,Deep Learning|GenAI Tools|Kubernetes|MLOps|Pandas|PyTorch|Python|Scikit-learn
JOB00871,DevOps Engineer,DataNest,Mumbai,5-8,22.9,2026-08-11,AWS|CI/CD|GCP|GenAI Tools|Jenkins|Python|Terraform|TypeScript
JOB00872,DevOps Engineer,PixelForge,Pune,1-3,8.4,2026-08-10,AWS|CI/CD|Jenkins|Kubernetes|Linux|Python|Terraform|TypeScript
